"0-14, low SEP, low edu","0-14, high SEP, low edu","15-24, low SEP, low edu","15-24, low SEP, high edu","15-24, high SEP, low edu","15-24, high SEP, high edu","25-64, low SEP, low edu","25-64, low SEP, high edu","25-64, high SEP, low edu","25-64, high SEP, high edu","65+, low SEP, low edu","65+, low SEP, high edu","65+, high SEP, low edu","65+, high SEP, high edu",comb
0.07043786680819511,0.1536345500857162,0.04199252682382667,0.006589111066332776,0.07178161553894562,0.0067899475625608175,0.09587803147005028,0.0629055739582086,0.18056513544326003,0.1751908705283621,0.03272616047208773,0.00973170334451217,0.05580419913626775,0.03597270776167415,106
0.07043786680819511,0.15363455008571622,0.04199252682382668,0.006589111066332777,0.07178161553894563,0.00678994756256082,0.0958780314700503,0.06290557395820862,0.18056513544326003,0.17519087052836213,0.032726160472087734,0.009731703344512174,0.05580419913626775,0.03597270776167417,107
0.07043786680819511,0.15363455008571617,0.04199252682382667,0.006589111066332776,0.07178161553894562,0.006789947562560817,0.09587803147005028,0.06290557395820862,0.18056513544326003,0.1751908705283621,0.032726160472087734,0.009731703344512172,0.055804199136267746,0.03597270776167415,108
0.07043786680819511,0.15363455008571622,0.041992526823826676,0.006589111066332776,0.07178161553894562,0.0067899475625608175,0.09587803147005029,0.06290557395820862,0.18056513544326006,0.17519087052836207,0.032726160472087734,0.009731703344512172,0.05580419913626775,0.035972707761674154,109
0.07043786680819512,0.15363455008571622,0.04199252682382668,0.006589111066332778,0.07178161553894563,0.006789947562560818,0.09587803147005028,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.032726160472087734,0.009731703344512174,0.05580419913626776,0.03597270776167416,110
0.07043786680819512,0.15363455008571622,0.04199252682382669,0.006589111066332778,0.07178161553894565,0.00678994756256082,0.0958780314700503,0.06290557395820862,0.18056513544326003,0.17519087052836213,0.03272616047208774,0.009731703344512175,0.05580419913626775,0.03597270776167417,111
0.07043786680819511,0.1536345500857162,0.041992526823826676,0.006589111066332777,0.07178161553894562,0.006789947562560818,0.09587803147005029,0.06290557395820862,0.18056513544326008,0.17519087052836207,0.032726160472087734,0.009731703344512172,0.05580419913626775,0.03597270776167416,112
0.07043786680819512,0.15363455008571617,0.041992526823826676,0.006589111066332776,0.07178161553894562,0.006789947562560818,0.09587803147005029,0.06290557395820862,0.18056513544326006,0.17519087052836216,0.032726160472087734,0.009731703344512172,0.05580419913626775,0.03597270776167416,113
0.07043786680819512,0.15363455008571622,0.04199252682382669,0.006589111066332777,0.07178161553894565,0.006789947562560818,0.09587803147005028,0.06290557395820862,0.18056513544326003,0.17519087052836213,0.032726160472087734,0.009731703344512174,0.05580419913626776,0.03597270776167416,114
0.07043786680819514,0.15363455008571614,0.04199252682382669,0.006589111066332776,0.07178161553894563,0.006789947562560819,0.0958780314700503,0.06290557395820862,0.18056513544326003,0.17519087052836216,0.03272616047208774,0.009731703344512177,0.05580419913626775,0.03597270776167417,115
0.07043786680819511,0.15363455008571622,0.04199252682382668,0.006589111066332776,0.07178161553894563,0.006789947562560819,0.09587803147005028,0.06290557395820862,0.18056513544326,0.1751908705283621,0.03272616047208775,0.009731703344512174,0.05580419913626776,0.03597270776167417,116
0.07043786680819512,0.15363455008571614,0.041992526823826676,0.006589111066332775,0.07178161553894562,0.0067899475625608175,0.09587803147005028,0.06290557395820862,0.18056513544326003,0.1751908705283621,0.032726160472087734,0.009731703344512172,0.055804199136267746,0.03597270776167415,117
0.07043786680819511,0.15363455008571614,0.041992526823826676,0.006589111066332776,0.07178161553894562,0.006789947562560817,0.09587803147005029,0.06290557395820862,0.18056513544326003,0.17519087052836213,0.032726160472087734,0.00973170334451217,0.05580419913626775,0.035972707761674154,118
0.07043786680819514,0.15363455008571617,0.04199252682382669,0.006589111066332776,0.07178161553894562,0.006789947562560818,0.0958780314700503,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.03272616047208774,0.009731703344512174,0.055804199136267746,0.03597270776167417,119
0.0704378668081951,0.1536345500857162,0.04199252682382668,0.006589111066332774,0.07178161553894562,0.006789947562560818,0.09587803147005029,0.06290557395820862,0.18056513544326,0.17519087052836216,0.032726160472087734,0.009731703344512172,0.05580419913626775,0.035972707761674154,120
0.07043786680819514,0.15363455008571622,0.04199252682382668,0.006589111066332777,0.07178161553894563,0.00678994756256082,0.0958780314700503,0.06290557395820862,0.18056513544326003,0.17519087052836213,0.032726160472087734,0.009731703344512174,0.05580419913626776,0.03597270776167416,121
0.07043786680819511,0.15363455008571622,0.041992526823826676,0.006589111066332776,0.07178161553894562,0.006789947562560817,0.09587803147005029,0.0629055739582086,0.18056513544326,0.17519087052836205,0.032726160472087734,0.009731703344512172,0.055804199136267746,0.03597270776167416,122
0.07043786680819512,0.1536345500857162,0.041992526823826676,0.006589111066332776,0.07178161553894562,0.006789947562560819,0.0958780314700503,0.06290557395820862,0.18056513544326008,0.17519087052836207,0.03272616047208774,0.009731703344512172,0.055804199136267746,0.03597270776167416,123
0.07043786680819514,0.15363455008571622,0.04199252682382668,0.006589111066332778,0.07178161553894563,0.006789947562560819,0.0958780314700503,0.06290557395820862,0.18056513544326003,0.17519087052836213,0.03272616047208774,0.009731703344512174,0.05580419913626776,0.03597270776167417,124
0.07043786680819511,0.15363455008571617,0.04199252682382669,0.006589111066332776,0.07178161553894565,0.006789947562560819,0.0958780314700503,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.032726160472087734,0.009731703344512174,0.05580419913626775,0.03597270776167417,125
0.07043786680819514,0.15363455008571617,0.04199252682382669,0.006589111066332777,0.07178161553894563,0.006789947562560819,0.0958780314700503,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.032726160472087734,0.009731703344512174,0.05580419913626776,0.03597270776167417,126
0.07043786680819511,0.1536345500857162,0.04199252682382668,0.006589111066332775,0.07178161553894562,0.0067899475625608175,0.0958780314700503,0.06290557395820862,0.18056513544326,0.17519087052836216,0.032726160472087734,0.009731703344512174,0.05580419913626775,0.035972707761674154,127
0.07043786680819514,0.15363455008571617,0.04199252682382668,0.006589111066332777,0.07178161553894565,0.006789947562560819,0.0958780314700503,0.06290557395820862,0.18056513544326006,0.1751908705283621,0.032726160472087734,0.009731703344512174,0.05580419913626776,0.03597270776167417,128
0.07043786680819512,0.15363455008571617,0.04199252682382668,0.006589111066332777,0.07178161553894565,0.006789947562560819,0.09587803147005028,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.03272616047208774,0.009731703344512174,0.05580419913626777,0.03597270776167417,129
0.07043786680819511,0.1536345500857162,0.041992526823826676,0.006589111066332775,0.07178161553894562,0.006789947562560818,0.0958780314700503,0.06290557395820862,0.18056513544326008,0.17519087052836207,0.03272616047208774,0.009731703344512172,0.055804199136267746,0.035972707761674154,130
0.07043786680819512,0.15363455008571617,0.041992526823826676,0.006589111066332777,0.07178161553894562,0.006789947562560818,0.09587803147005029,0.06290557395820862,0.18056513544326008,0.17519087052836207,0.03272616047208774,0.009731703344512175,0.05580419913626775,0.03597270776167416,131
0.07043786680819512,0.15363455008571614,0.04199252682382669,0.006589111066332776,0.07178161553894563,0.006789947562560819,0.09587803147005028,0.06290557395820862,0.18056513544326006,0.1751908705283621,0.03272616047208774,0.009731703344512174,0.05580419913626776,0.03597270776167416,132
0.07043786680819512,0.1536345500857162,0.041992526823826676,0.006589111066332776,0.07178161553894562,0.006789947562560818,0.0958780314700503,0.06290557395820862,0.18056513544326006,0.17519087052836216,0.032726160472087734,0.009731703344512172,0.05580419913626775,0.035972707761674154,133
0.07043786680819512,0.15363455008571617,0.04199252682382669,0.006589111066332776,0.07178161553894562,0.0067899475625608175,0.09587803147005029,0.06290557395820862,0.18056513544326006,0.17519087052836207,0.032726160472087734,0.009731703344512172,0.055804199136267746,0.035972707761674154,134
0.0704378668081951,0.15363455008571614,0.04199252682382669,0.006589111066332777,0.07178161553894562,0.006789947562560818,0.09587803147005029,0.06290557395820862,0.18056513544326006,0.17519087052836207,0.03272616047208774,0.009731703344512172,0.05580419913626776,0.03597270776167416,135
0.07043786680819512,0.15363455008571622,0.04199252682382669,0.006589111066332776,0.07178161553894565,0.006789947562560818,0.09587803147005032,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.03272616047208774,0.009731703344512174,0.05580419913626776,0.03597270776167416,136
0.07043786680819511,0.1536345500857161,0.0419925268238267,0.006589111066332777,0.07178161553894563,0.006789947562560818,0.0958780314700503,0.0629055739582086,0.18056513544326006,0.17519087052836213,0.03272616047208774,0.009731703344512175,0.05580419913626776,0.03597270776167417,137
0.07043786680819511,0.15363455008571617,0.04199252682382669,0.006589111066332776,0.07178161553894562,0.006789947562560818,0.09587803147005028,0.06290557395820862,0.18056513544326006,0.17519087052836216,0.03272616047208774,0.009731703344512172,0.05580419913626775,0.035972707761674154,138
0.07043786680819511,0.1536345500857162,0.041992526823826676,0.006589111066332777,0.07178161553894562,0.006789947562560818,0.09587803147005029,0.06290557395820862,0.18056513544326006,0.17519087052836207,0.03272616047208774,0.009731703344512172,0.05580419913626775,0.035972707761674154,139
0.07043786680819514,0.15363455008571617,0.041992526823826676,0.006589111066332778,0.07178161553894563,0.006789947562560819,0.0958780314700503,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.03272616047208774,0.009731703344512175,0.05580419913626776,0.03597270776167416,140
0.07043786680819511,0.1536345500857162,0.041992526823826676,0.006589111066332776,0.07178161553894563,0.006789947562560818,0.0958780314700503,0.06290557395820862,0.18056513544326,0.17519087052836205,0.03272616047208774,0.009731703344512172,0.05580419913626775,0.03597270776167416,141
0.07043786680819512,0.15363455008571617,0.04199252682382668,0.006589111066332777,0.07178161553894565,0.006789947562560819,0.0958780314700503,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.03272616047208774,0.009731703344512174,0.05580419913626776,0.03597270776167416,142
0.07043786680819511,0.15363455008571614,0.04199252682382667,0.006589111066332774,0.0717816155389456,0.006789947562560816,0.09587803147005028,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.03272616047208773,0.00973170334451217,0.055804199136267746,0.035972707761674154,143
0.07043786680819512,0.15363455008571617,0.04199252682382668,0.006589111066332775,0.07178161553894562,0.006789947562560818,0.09587803147005029,0.06290557395820862,0.18056513544326006,0.17519087052836216,0.03272616047208774,0.009731703344512172,0.05580419913626776,0.035972707761674154,144
0.07043786680819511,0.1536345500857162,0.04199252682382668,0.006589111066332776,0.07178161553894562,0.006789947562560818,0.09587803147005029,0.06290557395820862,0.18056513544326,0.17519087052836216,0.03272616047208774,0.009731703344512172,0.055804199136267746,0.03597270776167416,145
0.07043786680819511,0.15363455008571617,0.04199252682382668,0.006589111066332778,0.07178161553894563,0.006789947562560818,0.0958780314700503,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.03272616047208774,0.009731703344512174,0.05580419913626776,0.03597270776167416,146
0.0704378668081951,0.1536345500857162,0.04199252682382668,0.006589111066332776,0.07178161553894562,0.006789947562560818,0.09587803147005029,0.06290557395820862,0.18056513544326006,0.17519087052836216,0.032726160472087734,0.009731703344512174,0.05580419913626776,0.03597270776167416,147
0.0704378668081951,0.1536345500857162,0.041992526823826655,0.006589111066332775,0.0717816155389456,0.006789947562560816,0.09587803147005028,0.0629055739582086,0.18056513544326,0.1751908705283621,0.03272616047208772,0.009731703344512172,0.05580419913626774,0.035972707761674154,148
0.07043786680819514,0.15363455008571622,0.04199252682382669,0.006589111066332778,0.07178161553894563,0.006789947562560819,0.0958780314700503,0.06290557395820862,0.18056513544326003,0.17519087052836213,0.03272616047208774,0.009731703344512175,0.05580419913626775,0.03597270776167416,149
0.07043786680819512,0.15363455008571617,0.04199252682382668,0.006589111066332778,0.07178161553894563,0.006789947562560819,0.0958780314700503,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.03272616047208775,0.009731703344512174,0.05580419913626776,0.03597270776167417,150
0.07043786680819512,0.1536345500857162,0.04199252682382668,0.006589111066332776,0.07178161553894562,0.006789947562560818,0.09587803147005028,0.06290557395820862,0.18056513544326,0.17519087052836207,0.03272616047208774,0.009731703344512172,0.05580419913626775,0.035972707761674154,151
0.07043786680819512,0.15363455008571614,0.04199252682382667,0.006589111066332774,0.07178161553894562,0.006789947562560817,0.09587803147005029,0.0629055739582086,0.18056513544326006,0.1751908705283621,0.032726160472087734,0.00973170334451217,0.055804199136267746,0.035972707761674154,152
0.07043786680819512,0.15363455008571617,0.041992526823826676,0.006589111066332775,0.07178161553894562,0.0067899475625608175,0.09587803147005029,0.06290557395820862,0.18056513544326008,0.17519087052836207,0.032726160472087734,0.009731703344512174,0.05580419913626775,0.035972707761674154,153
0.07043786680819514,0.15363455008571617,0.04199252682382669,0.006589111066332777,0.07178161553894563,0.006789947562560818,0.0958780314700503,0.06290557395820862,0.18056513544326006,0.1751908705283621,0.032726160472087734,0.009731703344512174,0.05580419913626776,0.03597270776167416,154
0.07043786680819512,0.15363455008571622,0.04199252682382668,0.006589111066332776,0.07178161553894563,0.006789947562560818,0.09587803147005028,0.06290557395820862,0.18056513544326006,0.17519087052836213,0.032726160472087734,0.009731703344512175,0.05580419913626775,0.03597270776167416,155
0.07043786680819511,0.1536345500857162,0.041992526823826676,0.006589111066332776,0.07178161553894562,0.006789947562560818,0.09587803147005028,0.06290557395820862,0.18056513544326006,0.17519087052836207,0.03272616047208774,0.009731703344512172,0.05580419913626775,0.03597270776167416,156
